날짜,발전기ID,일일소비량(톤),누적소비량(톤),연료단가($/톤),일일비용($),연료품질(%)
2023-01-06,GEN_004,17636.589281134577,106020.91859207448,423.4838856967982,7468811.359213372,93.9429670406026
2023-01-06,GEN_005,17668.687482850197,106027.23561022783,457.56718889549853,8084611.663000846,95.79776292830176
2023-01-07,GEN_001,17628.736636548274,123779.4546462845,486.41747957238044,8574925.642795095,93.84807645455068
2023-01-07,GEN_002,17669.000618167673,123712.20016559797,456.1849978696714,8060333.009358043,92.02193695691426
2023-01-07,GEN_003,17689.635810341562,123820.14875502765,462.69083723383807,8184832.403448621,96.6880502498499
2023-01-07,GEN_004,17671.200967703677,123692.11955977816,421.2831048252465,7444578.409665105,99.14223443338948
2023-01-07,GEN_005,17664.647838205176,123691.883448433,422.7449238635523,7467640.2054385105,97.25687468322873
2023-01-08,GEN_001,17652.669563725554,141432.12421001005,478.3617342794022,8444361.627164975,94.77982079423148
2023-01-08,GEN_002,17661.79986822794,141374.0000338259,464.1156467199641,8197117.668081187,92.67583289524609
2023-01-08,GEN_003,17681.162596071594,141501.31135109926,425.29159053820166,7519649.763047847,95.87981134041982
2023-01-08,GEN_004,17666.729347322915,141358.84890710108,472.9524995365263,8355523.803451677,94.17170311694865
2023-01-08,GEN_005,17684.256044735415,141376.13949316842,461.5644623430209,8162424.13322462,96.89305058823852
2023-01-09,GEN_001,17642.817567394766,159074.9417774048,417.4766948199221,7365465.1653468255,90.722419818962
2023-01-09,GEN_002,17616.85301774733,158990.8530515732,451.6110010484233,7955964.626667809,95.39107999847457
2023-01-09,GEN_003,17625.257894755516,159126.56924585477,433.55883907828803,7641586.351305632,90.0
2023-01-09,GEN_004,17662.991992061274,159021.84089916234,454.38782057965585,8025848.436188636,92.60113687128047
2023-01-09,GEN_005,17657.853750932503,159033.99324410092,445.0550785953263,7858717.488946042,94.02603464401248
2023-01-10,GEN_001,17657.175026732053,176732.11680413687,443.8522659200782,7837177.145362439,98.50211949314759
2023-01-10,GEN_002,17661.700080158844,176652.55313173204,459.5391794415599,8116243.162379128,96.38016026109355
2023-01-10,GEN_003,17587.70537379005,176714.27461964483,441.6868828791662,7768258.763546487,97.14248282354528
2023-01-10,GEN_004,17657.89454850965,176679.735447672,445.1750165831185,7860853.4984557405,94.92993825851346
2023-01-10,GEN_005,17645.32416761769,176679.3174117186,448.7188628520633,7917789.795149441,94.46806600264766
2023-01-11,GEN_001,17674.042389343816,194406.15919348068,448.8250798963343,7932553.487488437,94.22382151748228
2023-01-11,GEN_002,17681.83511461484,194334.38824634688,471.5009884909855,8337002.734875515,96.0360099604488
2023-01-11,GEN_003,17616.04295994492,194330.31757958976,444.92170133816285,7837759.80458486,92.3700028506568
2023-01-11,GEN_004,17675.35627495795,194355.09172262994,466.2111776528979,8240448.664382685,96.40662196182092
2023-01-11,GEN_005,17687.864220796953,194367.18163251557,423.1010981233205,7483754.775275382,99.26257002422648
2023-01-12,GEN_001,17615.67612075682,212021.8353142375,456.00469356283946,8032830.9913479425,90.22997411046227
2023-01-12,GEN_002,17600.47234364263,211934.86058998952,455.7634033231635,8021651.17543378,95.09995885195714
2023-01-12,GEN_003,17618.099028910197,211948.41660849995,490.5833426596264,8643145.912911082,98.30655103289584
2023-01-12,GEN_004,17667.45238898357,212022.5441116135,437.99092390637196,7738183.794922752,96.36302956997217
2023-01-12,GEN_005,17600.55221454741,211967.73384706298,452.6115200230248,7966212.691070919,97.00578764301962
2023-01-13,GEN_001,17652.279664863207,229674.1149791007,439.6995929563544,7761700.183392084,90.0
2023-01-13,GEN_002,17655.01108338605,229589.87167337557,439.976900936915,7767797.06247508,99.69283911804786
2023-01-13,GEN_003,17597.424825279275,229545.84143377922,472.12725916023237,8308223.951037335,96.01838646532873
2023-01-13,GEN_004,17642.649107756748,229665.19321937027,458.06627232482447,8081502.510725024,93.88943810452066
2023-01-13,GEN_005,17586.99785803341,229554.73170509638,463.68302038927703,8154792.286392678,94.98003917828727
2023-01-14,GEN_001,17649.193706348582,247323.3086854493,444.49817441110116,7845034.382299841,95.07478319463507
2023-01-14,GEN_002,17672.017933211064,247261.88960658663,473.93795208788174,8375439.988526372,93.68857329705195
2023-01-14,GEN_003,17645.17238075363,247191.01381453284,498.1428981815511,8789817.308661673,93.84589428242883
2023-01-14,GEN_004,17611.27592901684,247276.4691483871,432.061304104186,7609150.844829675,95.19359160450873
2023-01-14,GEN_005,17655.266343724747,247209.99804882111,453.53064846159583,8007204.3936316725,97.54660837937001
2023-01-15,GEN_001,17622.24990195543,264945.5585874047,444.41675670805455,7831623.147325865,96.4945683690782
2023-01-15,GEN_002,17628.051129383297,264889.9407359699,422.66570267358617,7450772.617366696,96.61972088622855
2023-01-15,GEN_003,17727.641110119657,264918.6549246525,458.9454442085657,8136020.124053896,96.61537280213406
2023-01-15,GEN_004,17568.88072794863,264845.34987633576,463.38865441321565,8141220.000070391,94.00492639106189
2023-01-15,GEN_005,17563.60687162252,264773.6049204436,407.85391433571476,7163385.812444902,96.89737005000995
2023-01-16,GEN_001,17629.03561939559,282574.59420680034,427.22128247708156,7531499.206152335,93.3667460015955
2023-01-16,GEN_002,17602.19465330899,282492.13538927893,473.95039537342,8342567.115375696,94.80048900695206
2023-01-16,GEN_003,17646.609611927575,282565.26453658007,422.0507400193713,7447764.645546984,94.41682646031269
2023-01-16,GEN_004,17621.180435855986,282466.53031219175,423.7874662736029,7467635.40966139,97.65812067972746
2023-01-16,GEN_005,17564.147369338723,282337.75228978234,476.94645999934187,8377157.910712857,94.41719740802607
2023-01-17,GEN_001,17631.179234301813,300205.7734411021,458.1627387320866,8077949.365064013,93.40957365782025
2023-01-17,GEN_002,17698.203375252422,300190.33876453136,444.93061640752546,7874472.537056807,92.52527012577923
2023-01-17,GEN_003,17642.122321852738,300207.3868584328,411.3449910691575,7256998.648923499,95.23455472352161
2023-01-17,GEN_004,17587.273779836796,300053.8040920285,464.1453768544721,8163051.816385126,92.5457424767002
2023-01-17,GEN_005,17673.06222841444,300010.8145181968,423.43720428247326,7483432.061109988,95.00757016254607
2023-01-18,GEN_001,17600.897625012803,317806.6710661149,439.79098027421327,7740716.020210453,93.16675548169738
2023-01-18,GEN_002,17626.428296151826,317816.76706068317,469.8370909283979,8281549.794121971,98.03974601890118
2023-01-18,GEN_003,17617.74923325726,317825.13609169004,454.82451640371136,8012984.275138089,96.49328951402207
2023-01-18,GEN_004,17584.62490965349,317638.42900168203,485.9502408348074,8545252.709835866,94.75704459095479
2023-01-18,GEN_005,17566.713803864164,317577.52832206094,478.90786958833235,8412837.483476536,96.54931317094396
2023-01-19,GEN_001,17574.169809938583,335380.8408760535,440.36473451684725,7739044.622707596,93.53649685935062
2023-01-19,GEN_002,17592.141787071017,335408.9088477542,450.99550035529336,7933976.787581358,94.62907794409159
2023-01-19,GEN_003,17601.123596790494,335426.2596884805,427.0723698845083,7516953.567111457,95.47795818928805
2023-01-19,GEN_004,17566.542127057408,335204.9711287394,488.44543362597227,8580297.286559464,94.42631027408486
2023-01-19,GEN_005,17589.91960567029,335167.4479277312,442.435501209706,7782404.8969731685,93.54321051634527
2023-01-20,GEN_001,17585.09741679267,352965.93829284614,469.24340080695634,8251690.915377415,95.86536148732505
2023-01-20,GEN_002,17594.98107815854,353003.8899259127,467.04718695018664,8217686.416995708,94.63273466445915
2023-01-20,GEN_003,17593.039282806123,353019.2989712866,445.3098477195677,7834353.643950767,94.00088286889678
2023-01-20,GEN_004,17615.90828361584,352820.87941235525,457.0601875083767,8051530.343239823,96.02232760035902
2023-01-20,GEN_005,17549.821293824192,352717.2692215554,473.7643692479574,8314480.01568299,94.29267147851104
2023-01-21,GEN_001,17583.214132143024,370549.15242498915,474.1265371271983,8336668.428038987,96.40800305908022
2023-01-21,GEN_002,17607.59271578862,370611.48264170135,434.07819676882076,7643072.095509348,94.33176610789123
2023-01-21,GEN_003,17584.882132647876,370604.1811039345,483.0058586497214,8493601.093733732,94.52418241278272
2023-01-21,GEN_004,17580.05274670995,370400.9321590652,417.57379686092503,7340969.374459008,94.31788402806964
2023-01-21,GEN_005,17584.105206739863,370301.37442829524,442.94915522558813,7788864.5467232885,92.37067638229827
2023-01-22,GEN_001,17594.980647104745,388144.1330720939,464.3460484484827,8170159.736010615,94.01561369565377
2023-01-22,GEN_002,17639.339512169638,388250.822153871,473.0870030848855,8344942.26620914,95.54851436298888
2023-01-22,GEN_003,17597.258392180098,388201.43949611456,460.6940780400959,8106952.731018751,95.46306445124985
2023-01-22,GEN_004,17580.779062847465,387981.7112219127,434.6609619597493,7641678.339459099,94.57402864097061
2023-01-22,GEN_005,17590.88658055551,387892.26100885076,444.2744917991515,7815182.195872813,93.97985064020679
2023-01-23,GEN_001,17567.491912008503,405711.6249841024,467.93510649431136,8220446.198683652,95.4610244864627
2023-01-23,GEN_002,17591.246160040828,405842.06831391185,461.1603413525497,8112385.083981157,99.07223682246232
2023-01-23,GEN_003,17582.902412715528,405784.3419088301,468.85332129941673,8243802.194285203,94.99311478882558
2023-01-23,GEN_004,17558.736003414466,405540.44722532714,461.5283555342362,8103854.552915665,95.43876522968583
2023-01-23,GEN_005,17619.92976396067,405512.1907728114,435.61973428202987,7675589.121844577,93.30740422120411
2023-01-24,GEN_001,17570.948648050424,423282.5736321528,462.09238214028017,8119401.517242156,93.85661335818085
2023-01-24,GEN_002,17578.254885284194,423420.323199196,469.69377114277955,8256396.827178121,93.58895244020091
2023-01-24,GEN_003,17585.990477248313,423370.33238607843,441.07299513934896,7756705.492291982,94.06144396423207
2023-01-24,GEN_004,17550.46541670494,423090.9126420321,478.2228944835882,8393034.37111075,95.4525570289681
2023-01-24,GEN_005,17616.203967134352,423128.39473994577,472.86651161012674,8330112.917751296,93.8575546081813
2023-01-25,GEN_001,17538.853267102288,440821.4268992551,448.0915203414632,7859011.425501703,94.28912593946379
2023-01-25,GEN_002,17583.078813332853,441003.40201252885,415.09075918166786,7298573.533377434,90.78411119798925
2023-01-25,GEN_003,17551.682048907674,440922.0144349861,427.08098887179125,7495989.725810757,95.4853756414692
2023-01-25,GEN_004,17553.189136434725,440644.10177846684,420.47420844506235,7380663.3078288585,93.41290750606535
2023-01-25,GEN_005,17548.82486892993,440677.2196088757,469.7575980932417,8243693.819787471,96.41745972688865
2023-01-26,GEN_001,17542.155461581162,458363.5823608362,431.4203546019062,7568042.9297171105,95.14315646140452
2023-01-26,GEN_002,17558.32901232538,458561.73102485423,455.38921711594367,7995873.702787015,95.07182076040212
2023-01-26,GEN_003,17514.13150013226,458436.1459351184,429.8770799252358,7528923.706703445,94.84136045159065
2023-01-26,GEN_004,17546.954097280977,458191.0558757478,451.7681151212585,7927154.378647871,93.83357741202387
2023-01-26,GEN_005,17597.551616800025,458274.7712256757,444.0494527638249,7814183.165423213,93.70653162907719
2023-01-27,GEN_001,17504.563829612278,475868.1461904485,452.5679429663074,7922004.444890057,93.22013220537893
2023-01-27,GEN_002,17548.54366146969,476110.27468632394,460.1190644622132,8074419.492189734,93.91330004329326
2023-01-27,GEN_003,17580.002233223997,476016.14816834236,448.0308052215458,7876382.556347921,92.83677294957583
2023-01-27,GEN_004,17546.159869228373,475737.2157449762,430.8457772848345,7559688.887221669,95.13845492165551
2023-01-27,GEN_005,17520.58358866886,475795.35481434455,452.6720342377508,7931078.214115283,94.62432018224045
2023-01-28,GEN_001,17546.113324339618,493414.2595147881,405.5244969595881,7115378.7794487495,93.865897767717
2023-01-28,GEN_002,17563.31325702476,493673.5879433487,468.55440395609054,8229367.77463934,93.9283715404977
2023-01-28,GEN_003,17550.106621584506,493566.25478992687,448.31334690383716,7867947.038041744,97.67437210660091
2023-01-28,GEN_004,17509.80648447771,493247.0222294539,477.3957373237171,8359106.97705284,95.8242997797179
2023-01-28,GEN_005,17525.952840970698,493321.30765531526,476.60970920488717,8353039.28707361,91.2494525795723
2023-01-29,GEN_001,17514.473815381512,510928.73333016963,457.50955907650126,8013039.192732123,97.97465958793536
2023-01-29,GEN_002,17510.137754896103,511183.72569824476,470.41795212403326,8237083.144067942,93.24528427931023
2023-01-29,GEN_003,17506.727064722923,511072.9818546498,443.9678255157616,7772423.546822968,91.44504881326802
2023-01-29,GEN_004,17526.74021309516,510773.76244254905,493.790572540447,8654539.084591934,98.21008701249143
2023-01-29,GEN_005,17564.72579803859,510886.03345335386,437.12073277827955,7677905.81188818,93.89811154418948
2023-01-30,GEN_001,17521.361049169907,528450.0943793396,467.7905769027916,8196327.593313293,91.16617144622808
2023-01-30,GEN_002,17537.392901513605,528721.1185997584,431.74347828509286,7571655.011351781,92.36820947671369
2023-01-30,GEN_003,17532.946687613636,528605.9285422635,436.3752281020421,7650943.610108344,95.35499596711398
2023-01-30,GEN_004,17504.00301758098,528277.7654601301,449.44866856540824,7867150.85081666,91.19214737298041
2023-01-30,GEN_005,17553.862107082394,528439.8955604363,485.23656134874466,8517775.68723069,91.50657017466276
2023-01-31,GEN_001,17510.710833324356,545960.805212664,462.17622002797157,8093034.142948703,94.70170587296187
2023-01-31,GEN_002,17502.73312427521,546223.8517240336,427.64763816774314,7485002.482076618,95.59170199613898
2023-01-31,GEN_003,17499.1161843057,546105.0447265692,446.2297210983418,7808625.734390213,92.94121606508313
2023-01-31,GEN_004,17491.840658718782,545769.6061188489,444.7030223471446,7778674.407346911,93.20534170196542
2023-01-31,GEN_005,17545.998461229556,545985.8940216659,438.2614058744571,7689733.953089527,99.40216993827643
2023-02-01,GEN_001,17492.01739208716,563452.8226047511,417.5670268968826,7304089.696842398,96.47670981305572
2023-02-01,GEN_002,17436.274414067993,563660.1261381016,422.3585552948967,7364359.671251129,95.34423539938501
2023-02-01,GEN_003,17499.310069155916,563604.3547957251,447.38853485927166,7828990.692887765,98.52785624666392
2023-02-01,GEN_004,17524.49648081125,563294.1025996602,453.40506116534766,7945695.398774144,95.66682991410678
2023-02-01,GEN_005,17553.233340517334,563539.1273621833,450.6986588043635,7911218.7242511995,94.0517378547636
2023-02-02,GEN_001,17477.726499669618,580930.5491044207,457.92089547530975,8003416.169601263,96.3507607454489
2023-02-02,GEN_002,17537.24641567545,581197.3725537771,462.7775962193114,8115844.74055202,96.84503508965838
2023-02-02,GEN_003,17508.74775206536,581113.1025477904,447.940196512076,7842871.908740526,93.50441378108927
2023-02-02,GEN_004,17509.831361003628,580803.9339606639,452.11291694064266,7916420.931762093,95.90233228354654
2023-02-02,GEN_005,17550.796290361453,581089.9236525447,436.8910692523359,7667786.157525946,97.36373760130995
2023-02-03,GEN_001,17498.130182072862,598428.6792864936,431.93409899762935,7558039.0943368655,96.37329103545574
2023-02-03,GEN_002,17495.293781236986,598692.666335014,483.53157105049826,8459526.888031531,93.64696781849699
2023-02-03,GEN_003,17490.88769602173,598603.9902438121,436.54595809634225,7635576.327215331,91.80162465030095
2023-02-03,GEN_004,17475.03677751944,598278.9707381832,414.0814931439877,7236089.321581349,96.34152834401759
2023-02-03,GEN_005,17456.460649845052,598546.3843023898,477.03460061938875,8327335.73432691,94.52448720176497
2023-02-04,GEN_001,17459.04345555148,615887.7227420451,447.46607499617994,7812329.648243363,94.89044267888781
2023-02-04,GEN_002,17455.299000045852,616147.9653350599,467.3094705541322,8157026.5340755,96.81963654416548
2023-02-04,GEN_003,17520.48533753609,616124.4755813482,426.67059544243295,7475475.91140694,100.0
2023-02-04,GEN_004,17478.50815376207,615757.4788919453,440.19842481738084,7694011.757443812,95.7794244024427
2023-02-04,GEN_005,17471.575499090344,616017.9598014802,427.7983731554922,7474311.574974205,95.96966059502886
2023-02-05,GEN_001,17446.33806858766,633334.0608106328,438.93111636391984,7657740.644907534,95.13105031259256
2023-02-05,GEN_002,17502.124981853136,633650.0903169131,465.617017354316,8149287.231412919,95.52875475061884
2023-02-05,GEN_003,17457.216679774578,633581.6922611227,408.43182285109344,7130082.830426844,93.40813980232588
2023-02-05,GEN_004,17426.42500226468,633183.90389421,467.7436136140804,8151099.002934041,95.25713485204471
2023-02-05,GEN_005,17410.966089799822,633428.9258912799,479.716331922,8352324.787817098,96.51896427659274
2023-02-06,GEN_001,17402.66802453503,650736.7288351678,437.0046990040535,7605047.701929397,93.51423439978443
2023-02-06,GEN_002,17406.500440119922,651056.590757033,416.245054074136,7245369.7169391895,95.97545063127997
2023-02-06,GEN_003,17412.32209948264,650994.0143606054,466.9693065349048,8131019.975957806,97.30805770114344
2023-02-06,GEN_004,17430.501201776962,650614.405095987,466.8643078470768,8137678.8789952425,95.19619514519508
2023-02-06,GEN_005,17376.284085104788,650805.2099763848,454.81750500108427,7903038.173777408,93.90630697898615
2023-02-07,GEN_001,17443.59521116513,668180.324046333,451.7489722278509,7880126.20860251,94.85532056017793
2023-02-07,GEN_002,17498.762885300108,668555.3536423331,454.80061491256345,7958448.120443632,95.48866616699432
2023-02-07,GEN_003,17364.028328130666,668358.0426887361,465.18514518029355,8077488.038736193,94.59743955457918
2023-02-07,GEN_004,17443.812514233094,668058.2176102201,441.181874142397,7695893.8972179545,96.07678960949886
2023-02-07,GEN_005,17426.18507456861,668231.3950509534,464.0650306347062,8086883.110475742,96.01666494762769
2023-02-08,GEN_001,17416.444393126614,685596.7684394596,423.52260820983736,7376257.955118582,96.57575328992016
2023-02-08,GEN_002,17362.49828447788,685917.8519268109,441.1124046378496,7658813.368786575,99.56844934994265
2023-02-08,GEN_003,17410.98493535075,685769.0276240868,443.8451791191959,7727781.727272375,97.18690961435213
2023-02-08,GEN_004,17476.2641033186,685534.4817135386,454.71363522515884,7946695.580574952,94.77732547572228
2023-02-08,GEN_005,17420.905636820535,685652.3006877739,439.6472020141675,7659052.419780986,98.28115243354199
2023-02-09,GEN_001,17362.73024833488,702959.4986877945,449.48470677246763,7804281.714442258,94.88897090793827
2023-02-09,GEN_002,17377.43239180113,703295.2843186121,432.5165668480089,7516027.3987352075,96.97217711451758
2023-02-09,GEN_003,17392.277169694302,703161.3047937811,412.57701399775976,7175653.781293884,93.51831281539648
2023-02-09,GEN_004,17417.73031521459,702952.2120287532,481.6450671698275,8389163.887617473,95.8544781114847
2023-02-09,GEN_005,17380.754249278056,703033.054937052,457.47002676547265,7951174.111621335,94.82578648113973
2023-02-10,GEN_001,17392.331127771395,720351.829815566,408.83115774354434,7110526.870825863,95.39114858105172
2023-02-10,GEN_002,17414.583904750813,720709.8682233628,462.2104553469313,8049202.756292215,94.79402163702851
2023-02-10,GEN_003,17377.25365103255,720538.5584448137,421.5292482280875,7325020.66778854,93.60500041687833
2023-02-10,GEN_004,17374.754157006242,720326.9661857595,493.9991310111306,8583113.455093112,97.81261231051172
2023-02-10,GEN_005,17425.064462131373,720458.1193991833,421.0591525383854,7336982.875351772,90.0
2023-02-11,GEN_001,17351.50227886274,737703.3320944287,485.063903582781,8416587.428410681,94.3314960711763
2023-02-11,GEN_002,17355.750909052054,738065.6191324149,445.23733768356766,7727428.328245495,96.94099896378182
2023-02-11,GEN_003,17377.561448450633,737916.1198932644,447.4411065914362,7775435.324355433,95.54123374582595
2023-02-11,GEN_004,17383.488490433203,737710.4546761927,437.41369806320466,7603775.985839542,93.5907153762815
2023-02-11,GEN_005,17349.37315209552,737807.4925512788,471.19114025063186,8174870.918169587,92.84488395632975
2023-02-12,GEN_001,17372.765048525995,755076.0971429547,430.0759870276026,7471609.075643454,92.91508164633304
2023-02-12,GEN_002,17345.8957464518,755411.5148788667,457.86353093623836,7942053.073722298,94.57186639604357
2023-02-12,GEN_003,17364.614658547045,755280.7345518115,472.52219665501764,8205165.862524569,96.98882619604878
2023-02-12,GEN_004,17370.389681560147,755080.8443577528,453.007384919263,7868914.804672113,98.94802445541711
2023-02-12,GEN_005,17372.190613294137,755179.6831645729,466.47591634064486,8103708.535180732,92.18286804695695
2023-02-13,GEN_001,17317.68877867505,772393.7859216298,437.75189505168726,7580851.080780342,95.67169706724603
2023-02-13,GEN_002,17344.14543560801,772755.6603144747,433.0334252886258,7510594.706685421,94.5687027107241
2023-02-13,GEN_003,17341.240619376782,772621.9751711882,478.5588822382919,8298804.727434218,95.26733185266164
2023-02-13,GEN_004,17361.83105226975,772442.6754100226,432.7474603879195,7513288.295553855,96.08468785558277
2023-02-13,GEN_005,17370.02913601374,772549.7123005866,447.58056846924904,7774487.51502445,91.96409783783895
2023-02-14,GEN_001,17298.246280045536,789692.0322016752,473.58354883204015,8192164.861874602,94.82622493195557
2023-02-14,GEN_002,17329.762939088752,790085.4232535635,440.84851266207176,7639800.21648357,97.41529797762925
2023-02-14,GEN_003,17316.738224924673,789938.7133961129,456.96249676485525,7913099.9350849865,96.61871218688952
2023-02-14,GEN_004,17304.083754227402,789746.75916425,419.4933049339366,7258947.282914494,94.74227458743422
2023-02-14,GEN_005,17348.27374917705,789897.9860497636,420.08467648957804,7287743.96557568,95.82046157766587
2023-02-15,GEN_001,17317.59886325243,807009.6310649277,432.08000433968886,7482588.191987101,98.02093989188286
2023-02-15,GEN_002,17305.297494159247,807390.7207477227,437.3198641094697,7567950.348519668,95.94917563163175
2023-02-15,GEN_003,17258.138369480366,807196.8517655933,452.67481931723717,7812324.668156403,93.80039475643777
2023-02-15,GEN_004,17285.87213760282,807032.6313018528,448.386160269604,7750745.83469106,97.61943447548235
2023-02-15,GEN_005,17348.33478650408,807246.3208362677,469.365018427437,8142701.476752834,92.6657911907456
2023-02-16,GEN_001,17270.547487759977,824280.1785526876,460.26005529589713,7948943.141706824,94.69402722370369
2023-02-16,GEN_002,17320.927656371387,824711.648404094,444.3432996513068,7696438.147853638,94.99569692674935
2023-02-16,GEN_003,17268.22526816444,824465.0770337577,442.68031395766167,7644303.38320266,90.0
2023-02-16,GEN_004,17281.47966278167,824314.1109646345,457.35289280537495,7903734.715730452,94.7356672329282
2023-02-16,GEN_005,17301.56883198725,824547.8896682549,434.21988614079424,7512685.248282618,98.38649065993755
2023-02-17,GEN_001,17243.823909538718,841524.0024622263,439.00790320183927,7570174.977708335,94.73644846456253
2023-02-17,GEN_002,17289.61677488729,842001.2651789814,442.01948274959744,7642347.463774444,93.44166172591179
2023-02-17,GEN_003,17252.72883350138,841717.805867259,452.05127345326713,7799118.039728199,95.05344133404289
2023-02-17,GEN_004,17257.13243708956,841571.243401724,456.00684258428964,7869370.474696138,94.62390272558868
2023-02-17,GEN_005,17275.796297220964,841823.6859654759,456.2827975604346,7882648.664580178,97.89403391288855
2023-02-18,GEN_001,17251.391594992212,858775.3940572186,450.0333790976918,7763702.0536318645,99.26822048092225
2023-02-18,GEN_002,17283.013455766166,859284.2786347475,474.18474489432657,8195341.326527692,96.82127806386741
2023-02-18,GEN_003,17279.816399909774,858997.6222671688,447.96344861256847,7740726.1458956,93.7551711230196
2023-02-18,GEN_004,17282.446685638908,858853.6900873629,439.57353142694325,7596906.121304166,92.95690929224959
2023-02-18,GEN_005,17248.320377607266,859072.0063430831,451.26817310023273,7783618.025850347,95.79831714306678
2023-02-19,GEN_001,17258.054450031188,876033.4485072497,415.8604704816209,7176942.643187401,93.42818351156751
2023-02-19,GEN_002,17285.632707043187,876569.9113417907,452.7293044327396,7825712.472139476,96.775243914011
2023-02-19,GEN_003,17211.833332887687,876209.4556000566,447.9869129955566,7710676.081794377,94.82800538815349
2023-02-19,GEN_004,17203.078292591286,876056.7683799542,443.24894590100826,7625246.319443605,95.41061010763376
2023-02-19,GEN_005,17243.828037367723,876315.8343804508,441.60977866041003,7615043.0828401325,94.68303139378558
2023-02-20,GEN_001,17175.62327301479,893209.0717802645,476.8204178815373,8189687.86641477,94.58037373666059
2023-02-20,GEN_002,17194.893993537444,893764.8053353281,461.09367978332926,7928456.944964446,94.21089923405009
2023-02-20,GEN_003,17220.804006395247,893430.2596064518,452.39234526961286,7790559.911881491,93.34168086139952
2023-02-20,GEN_004,17208.94326779527,893265.7116477494,440.6215835835752,7582631.834455857,94.95123665164304
2023-02-20,GEN_005,17236.389958982345,893552.2243394331,475.98359203988645,8204238.806476648,96.78612413391353
2023-02-21,GEN_001,17177.070184241704,910386.1419645062,440.30884474850455,7563215.928987447,96.8060544704941
2023-02-21,GEN_002,17233.492352243135,910998.2976875713,445.8684548812639,7683870.607302724,92.19660320769088
2023-02-21,GEN_003,17203.802216246982,910634.0618226988,462.6579494739673,7959475.856524522,98.28686100710955
2023-02-21,GEN_004,17218.2581547614,910483.9698025108,460.3803325986643,7926947.416058717,92.18783342159917
2023-02-21,GEN_005,17194.762266743062,910746.9866061762,445.36945255810446,7658021.857606109,95.25213983611131
2023-02-22,GEN_001,17218.587571708624,927604.7295362148,456.2950722103561,7856756.659393127,99.1946029325901
2023-02-22,GEN_002,17231.533621133338,928229.8313087046,413.32422544344274,7122210.287157579,93.95877602544064
